label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
palma_abierta,0.0,0.0,0.0,0.29974833130836487,-0.06200982630252838,-0.1350831538438797,0.5778722763061523,-0.18363060057163239,-0.22363421320915222,0.8043988943099976,-0.2559717297554016,-0.3107009530067444,0.9926562309265137,-0.25631198287010193,-0.40112826228141785,0.3991202712059021,-0.8675264120101929,-0.1535247415304184,0.5496577024459839,-1.226346492767334,-0.25350093841552734,0.6223717331886292,-1.4604880809783936,-0.32939887046813965,0.6735088229179382,-1.6676065921783447,-0.38546884059906006,0.2148512452840805,-0.9625227451324463,-0.16549594700336456,0.272052526473999,-1.4028931856155396,-0.25293999910354614,0.30065011978149414,-1.6882432699203491,-0.3235488533973694,0.308199942111969,-1.9224042892456055,-0.37486326694488525,0.03918363153934479,-0.9420717358589172,-0.1916550099849701,-0.010935978032648563,-1.3495293855667114,-0.2801869511604309,-0.0381607785820961,-1.6043373346328735,-0.35199210047721863,-0.05500324070453644,-1.8277469873428345,-0.4005686044692993,-0.11672349274158478,-0.8281771540641785,-0.23106256127357483,-0.23887526988983154,-1.0924941301345825,-0.3160477578639984,-0.32022127509117126,-1.2650772333145142,-0.3616274297237396,-0.3834713399410248,-1.4277900457382202,-0.38869497179985046
palma_abierta,0.0,0.0,0.0,0.30099883675575256,-0.061583261936903,-0.13422778248786926,0.5825915932655334,-0.18403777480125427,-0.22038379311561584,0.8090989589691162,-0.25358882546424866,-0.3050817847251892,0.99476158618927,-0.25135937333106995,-0.39340296387672424,0.4089124798774719,-0.8619738221168518,-0.1508254110813141,0.5519404411315918,-1.2165614366531372,-0.2527722716331482,0.6218143701553345,-1.4490814208984375,-0.3308466076850891,0.6725130677223206,-1.6564849615097046,-0.38821399211883545,0.2243441641330719,-0.9607251286506653,-0.16333068907260895,0.27489539980888367,-1.403985857963562,-0.25184395909309387,0.30127090215682983,-1.68128502368927,-0.3236767649650574,0.3095393776893616,-1.9099373817443848,-0.37504151463508606,0.048639655113220215,-0.9404817223548889,-0.1898484230041504,-0.00983496569097042,-1.3414310216903687,-0.27802953124046326,-0.03785964101552963,-1.591970443725586,-0.34733957052230835,-0.05217500403523445,-1.8143631219863892,-0.3940913677215576,-0.10895998775959015,-0.8255607485771179,-0.22987781465053558,-0.23197294771671295,-1.088722825050354,-0.31359463930130005,-0.3106533885002136,-1.259054183959961,-0.3555918335914612,-0.368587464094162,-1.422839641571045,-0.3799563944339752
palma_abierta,0.0,0.0,0.0,0.2890067994594574,-0.07006751745939255,-0.13854451477527618,0.5642378330230713,-0.19522550702095032,-0.22827479243278503,0.7877466678619385,-0.26728323101997375,-0.3162761330604553,0.9729600548744202,-0.2676263451576233,-0.4077480137348175,0.39552539587020874,-0.8672717809677124,-0.15535269677639008,0.5352841019630432,-1.223663330078125,-0.2575514316558838,0.6007146239280701,-1.451895833015442,-0.3358641266822815,0.647383987903595,-1.6585466861724854,-0.3935905396938324,0.21302196383476257,-0.9626140594482422,-0.1673196703195572,0.25983530282974243,-1.4057992696762085,-0.2555278241634369,0.28417670726776123,-1.6785895824432373,-0.3275952637195587,0.29068636894226074,-1.9046111106872559,-0.37947723269462585,0.039978571236133575,-0.9407076239585876,-0.19367067515850067,-0.020864371210336685,-1.3393834829330444,-0.27997639775276184,-0.05004752427339554,-1.587166666984558,-0.34971579909324646,-0.06498468667268753,-1.8086010217666626,-0.3978172242641449,-0.11563865840435028,-0.8247498273849487,-0.23410320281982422,-0.23858651518821716,-1.0847796201705933,-0.3146517276763916,-0.32054340839385986,-1.2483696937561035,-0.3557615876197815,-0.38168391585350037,-1.4066146612167358,-0.3804924786090851
palma_abierta,0.0,0.0,0.0,0.29698121547698975,-0.06617123633623123,-0.13824447989463806,0.5668879151344299,-0.19509388506412506,-0.2290283590555191,0.7903984189033508,-0.2675205171108246,-0.3184075653553009,0.9783132672309875,-0.26156818866729736,-0.4117520749568939,0.38121864199638367,-0.8730859160423279,-0.16198015213012695,0.5200502276420593,-1.2359931468963623,-0.2647637128829956,0.5862836241722107,-1.4712204933166504,-0.342669814825058,0.6316889524459839,-1.681031584739685,-0.399723619222641,0.19410303235054016,-0.9654199481010437,-0.17403544485569,0.24073578417301178,-1.4113824367523193,-0.2625862658023834,0.2638249397277832,-1.6911510229110718,-0.332514226436615,0.26709339022636414,-1.9214187860488892,-0.3827510476112366,0.017311565577983856,-0.9406639933586121,-0.1999395191669464,-0.045261163264513016,-1.3461204767227173,-0.28718188405036926,-0.07511266320943832,-1.5961850881576538,-0.3557473421096802,-0.09167101979255676,-1.8163318634033203,-0.40241292119026184,-0.137781023979187,-0.8209646344184875,-0.23980176448822021,-0.26801198720932007,-1.0852501392364502,-0.3216971457004547,-0.35372060537338257,-1.252647876739502,-0.36294808983802795,-0.41910916566848755,-1.4108284711837769,-0.3873338997364044
palma_abierta,0.0,0.0,0.0,0.2927016317844391,-0.0711105689406395,-0.1418132185935974,0.5651242136955261,-0.19111892580986023,-0.23708000779151917,0.7936565279960632,-0.2510327994823456,-0.33074766397476196,0.9787672162055969,-0.24816712737083435,-0.42905038595199585,0.3860940933227539,-0.8707141280174255,-0.16995097696781158,0.5231307148933411,-1.23361337184906,-0.2770735025405884,0.5909702777862549,-1.466411828994751,-0.35848966240882874,0.6405007243156433,-1.6759364604949951,-0.4178753197193146,0.19874057173728943,-0.9626538753509521,-0.1838470697402954,0.2436688393354416,-1.410707712173462,-0.2757188677787781,0.26597172021865845,-1.693167805671692,-0.34958207607269287,0.27038607001304626,-1.9277667999267578,-0.4034216105937958,0.021450938656926155,-0.9379687905311584,-0.21189668774604797,-0.04005429893732071,-1.3453705310821533,-0.30205780267715454,-0.07097086310386658,-1.6004101037979126,-0.37468376755714417,-0.08797816187143326,-1.8255990743637085,-0.4251570403575897,-0.13579237461090088,-0.8171826601028442,-0.2541937232017517,-0.2694631516933441,-1.0825395584106445,-0.33952680230140686,-0.3591061532497406,-1.2483335733413696,-0.3833816349506378,-0.4272232949733734,-1.4057549238204956,-0.4102570712566376
palma_abierta,0.0,0.0,0.0,0.2941116690635681,-0.07306104153394699,-0.13511939346790314,0.5633795857429504,-0.19970563054084778,-0.22627952694892883,0.79104083776474,-0.2560558319091797,-0.31686586141586304,0.9799266457557678,-0.24250391125679016,-0.4119029939174652,0.39353233575820923,-0.8708750009536743,-0.15685033798217773,0.5295382142066956,-1.2304315567016602,-0.25951284170150757,0.5928727984428406,-1.4630812406539917,-0.3380037546157837,0.6370095610618591,-1.6695818901062012,-0.39551886916160583,0.2058389037847519,-0.9634584188461304,-0.1714009940624237,0.25014984607696533,-1.409808874130249,-0.25970256328582764,0.27006447315216064,-1.6875611543655396,-0.3309398889541626,0.27178412675857544,-1.9141242504119873,-0.38195469975471497,0.029582668095827103,-0.9379117488861084,-0.19985651969909668,-0.028133423998951912,-1.3435686826705933,-0.2868805527687073,-0.05979341268539429,-1.5920706987380981,-0.3567858040332794,-0.07877572625875473,-1.8081614971160889,-0.40409550070762634,-0.12465169280767441,-0.817693293094635,-0.24199946224689484,-0.25230199098587036,-1.0814200639724731,-0.3247661590576172,-0.33837950229644775,-1.2480292320251465,-0.36680781841278076,-0.40416190028190613,-1.4046608209609985,-0.39118391275405884
palma_abierta,0.0,0.0,0.0,0.29677867889404297,-0.07052609324455261,-0.1324155628681183,0.5690708160400391,-0.20078761875629425,-0.2215883731842041,0.7919201254844666,-0.2609783411026001,-0.31056421995162964,0.978627622127533,-0.24656206369400024,-0.40407636761665344,0.39520448446273804,-0.8698236346244812,-0.1564808040857315,0.5320555567741394,-1.2286633253097534,-0.26057949662208557,0.5960543155670166,-1.460883378982544,-0.34044212102890015,0.6416760683059692,-1.6686995029449463,-0.3991217613220215,0.21109965443611145,-0.9621328711509705,-0.1724449098110199,0.2531537413597107,-1.4069173336029053,-0.26240313053131104,0.27510160207748413,-1.6855964660644531,-0.33595147728919983,0.27887284755706787,-1.9157408475875854,-0.38916897773742676,0.037938524037599564,-0.9390478730201721,-0.20176677405834198,-0.01969972625374794,-1.3424030542373657,-0.2891925275325775,-0.0473562628030777,-1.590924620628357,-0.36015114188194275,-0.06294079124927521,-1.810241460800171,-0.4088684320449829,-0.1141655221581459,-0.8215451836585999,-0.24455299973487854,-0.24120579659938812,-1.0836132764816284,-0.326824814081192,-0.3259018063545227,-1.2477788925170898,-0.3688419759273529,-0.3910599648952484,-1.402357816696167,-0.3937576115131378
palma_abierta,0.0,0.0,0.0,0.2954305410385132,-0.06654888391494751,-0.142798513174057,0.5709590911865234,-0.1878051906824112,-0.2380356639623642,0.801035463809967,-0.2480776309967041,-0.3318246304988861,0.9965391755104065,-0.23149843513965607,-0.430265873670578,0.39974066615104675,-0.8677303194999695,-0.16714000701904297,0.5406255722045898,-1.2312520742416382,-0.27457714080810547,0.6058589220046997,-1.46647047996521,-0.3569035828113556,0.6518216133117676,-1.6778815984725952,-0.41758453845977783,0.2132413387298584,-0.9601681232452393,-0.18056930601596832,0.2573586404323578,-1.4075357913970947,-0.27382004261016846,0.27849188446998596,-1.6886147260665894,-0.34941381216049194,0.2819337844848633,-1.9233191013336182,-0.4045562744140625,0.03709860146045685,-0.935818612575531,-0.2083284705877304,-0.0183109063655138,-1.3422271013259888,-0.29982221126556396,-0.04671720787882805,-1.593270182609558,-0.37227320671081543,-0.062163807451725006,-1.8166195154190063,-0.4220872223377228,-0.11859253793954849,-0.8168579936027527,-0.25052857398986816,-0.24953489005565643,-1.0850456953048706,-0.33758652210235596,-0.3375169336795807,-1.2525184154510498,-0.3816700279712677,-0.4047033190727234,-1.4118914604187012,-0.40797853469848633
palma_abierta,0.0,0.0,0.0,0.29872214794158936,-0.06733086705207825,-0.13614915311336517,0.5750042796134949,-0.19214001297950745,-0.22715426981449127,0.8073820471763611,-0.25078660249710083,-0.31771188974380493,1.0039756298065186,-0.2321581244468689,-0.41349920630455017,0.3997840881347656,-0.8673102259635925,-0.16240717470645905,0.5402603149414062,-1.2308087348937988,-0.26859918236732483,0.6067954897880554,-1.4656949043273926,-0.3492744266986847,0.6552915573120117,-1.6756818294525146,-0.4084177613258362,0.21370135247707367,-0.9605889320373535,-0.17776568233966827,0.25699716806411743,-1.4141674041748047,-0.2695752680301666,0.27978888154029846,-1.6959375143051147,-0.34252190589904785,0.2854374647140503,-1.928672194480896,-0.39530444145202637,0.03750474750995636,-0.9368053078651428,-0.20697899162769318,-0.021529240533709526,-1.349300742149353,-0.29803547263145447,-0.049139924347400665,-1.601328730583191,-0.3680138885974884,-0.06404053419828415,-1.8246442079544067,-0.4156874120235443,-0.11856033653020859,-0.817620575428009,-0.2500161826610565,-0.2515051066875458,-1.0880149602890015,-0.33756905794143677,-0.3391236960887909,-1.2568341493606567,-0.38036075234413147,-0.40637123584747314,-1.4191009998321533,-0.4053279757499695
palma_abierta,0.0,0.0,0.0,0.29627662897109985,-0.0645001232624054,-0.14261488616466522,0.5765539407730103,-0.1812511533498764,-0.2368328869342804,0.8094061613082886,-0.23472578823566437,-0.3294431269168854,1.0057412385940552,-0.2183503955602646,-0.4269345998764038,0.40080583095550537,-0.8637716174125671,-0.1675959825515747,0.5421118140220642,-1.2215708494186401,-0.2748402953147888,0.6095789074897766,-1.454430103302002,-0.3569328486919403,0.6593664884567261,-1.6638457775115967,-0.4173329770565033,0.2124914526939392,-0.960472822189331,-0.17983120679855347,0.25565963983535767,-1.403839349746704,-0.27255702018737793,0.2769105136394501,-1.6812984943389893,-0.3469592034816742,0.2813587486743927,-1.9111806154251099,-0.40114927291870117,0.03440248966217041,-0.9371484518051147,-0.20627233386039734,-0.023037301376461983,-1.3433266878128052,-0.29698485136032104,-0.05243895202875137,-1.5922149419784546,-0.3680994510650635,-0.06758773326873779,-1.8141480684280396,-0.4171577990055084,-0.12373065948486328,-0.8171282410621643,-0.24704761803150177,-0.25416573882102966,-1.079483985900879,-0.33261606097221375,-0.34015196561813354,-1.2449215650558472,-0.37547290325164795,-0.40549972653388977,-1.4032461643218994,-0.40108925104141235
palma_abierta,0.0,0.0,0.0,0.2945198714733124,-0.06321337074041367,-0.14369943737983704,0.5701881647109985,-0.1813342124223709,-0.2383691370487213,0.7965256571769714,-0.24034760892391205,-0.3308608829975128,0.9873669147491455,-0.2268301248550415,-0.4274623692035675,0.38535672426223755,-0.8672239184379578,-0.16913530230522156,0.5268290042877197,-1.2270292043685913,-0.27587923407554626,0.595602810382843,-1.4618560075759888,-0.35730698704719543,0.6447581052780151,-1.6743143796920776,-0.4170774221420288,0.19716611504554749,-0.9637062549591064,-0.17998793721199036,0.24254092574119568,-1.4111701250076294,-0.27192652225494385,0.26508545875549316,-1.6930816173553467,-0.3452441096305847,0.26936075091362,-1.9263560771942139,-0.3985360860824585,0.021736882627010345,-0.9416194558143616,-0.2049633115530014,-0.03616182506084442,-1.3475368022918701,-0.2939378023147583,-0.06483115255832672,-1.6013658046722412,-0.3647499084472656,-0.0804399773478508,-1.8268299102783203,-0.41366612911224365,-0.1327757090330124,-0.8229634165763855,-0.24437984824180603,-0.2632294297218323,-1.0863935947418213,-0.3272501230239868,-0.34904929995536804,-1.254050374031067,-0.3693329095840454,-0.414035439491272,-1.4136544466018677,-0.39472803473472595
palma_abierta,0.0,0.0,0.0,0.2947434186935425,-0.06528749316930771,-0.13740520179271698,0.5705494284629822,-0.18219591677188873,-0.2309623807668686,0.8008682727813721,-0.2365032285451889,-0.3244032561779022,0.9961939454078674,-0.21960943937301636,-0.4231554865837097,0.3919975459575653,-0.8705788850784302,-0.16310741007328033,0.5337100028991699,-1.2330983877182007,-0.26700007915496826,0.604197084903717,-1.4666110277175903,-0.3469836413860321,0.6554995179176331,-1.6762162446975708,-0.40602272748947144,0.20280024409294128,-0.9628691077232361,-0.17819975316524506,0.24574236571788788,-1.4085416793823242,-0.2682240605354309,0.2671394944190979,-1.6918957233428955,-0.3420877158641815,0.26930350065231323,-1.9263148307800293,-0.39651188254356384,0.023352183401584625,-0.9375104904174805,-0.20699967443943024,-0.03679100424051285,-1.3469489812850952,-0.29598337411880493,-0.07015958428382874,-1.6032955646514893,-0.36937209963798523,-0.090696319937706,-1.8289525508880615,-0.4206993281841278,-0.13527897000312805,-0.8172591924667358,-0.24962936341762543,-0.2671893835067749,-1.0855103731155396,-0.3347998261451721,-0.35750070214271545,-1.2546379566192627,-0.3796331286430359,-0.4283164143562317,-1.4146490097045898,-0.4071867763996124
